token,count,files,category,registered,builtin_allowed,baseline_allowed,first_file,first_line,first_context
THINFILM,27,6,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/brlss_backbone.rs,73,"source_id: provenance::SOURCE_THINFILM_REPORT_2026,"
AC,26,13,registered,true,false,false,docs/deployment/deploy_agent_prompt_nomenclature_policy_v0_002.md,59,- `AC` has multiple candidate meanings.
MEYER,26,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,49,"pub const CODEX_ID_PRANDTL_MEYER_NU: &str = ""gasdyn.prandtl_meyer.nu"";"
PRANDTL,26,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,49,"pub const CODEX_ID_PRANDTL_MEYER_NU: &str = ""gasdyn.prandtl_meyer.nu"";"
PROCEED,26,1,uppercase_word_or_heading,false,false,false,archive/prompts/Pasted markdown.md,1,"Use this as the **master development-session prompt**. Paste it into the coding assistant session where you will upload the current AeroCodex files. It is designed for the exact workflow you described: develop the first 20 microtasks here, "
SEQ-025,26,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,35,"PORT_STATUS_RELEASE_GATE.csv:row_0245,hohmann_transfer,foa_ch03_ast_hohmann_transfer,""source_scilab_extracted_locator/Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrod"
SEQ-027,26,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,58,"PORT_STATUS_RELEASE_GATE.csv:row_0338,ch4::parabolic_barker_quantity,foa_ch04_ast_parabolic_barker_quantity,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_s"
ALGAL,25,2,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,75,const ID: &str = ids::ALGAL_BIOFILM_GROWTH_RATE;
BETA,25,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,57,pub const CODEX_ID_OBLIQUE_SHOCK_THETA_BETA_MACH_RESIDUAL: &str = CODEX_ID_OBLIQUE_SHOCK_RESIDUAL;
SPECIFIC,25,4,uppercase_word_or_heading,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,29,"pub const CODEX_ID_SPECIFIC_ORBITAL_ENERGY: &str = ""astrodynamics.two_body.specific_orbital_energy"";"
C1,24,3,chemical_formula_or_unit_symbol,false,false,false,docs/roadmap/stage5_deployment_queue.md,12,| 4 | Session C split review and subchunk planning | completed_review | needs_review | Original Session C handoff; review workspace candidate split evidence. | Original handoff still needs bounded deployment slices; C2 normalization not app
OXYGEN,24,4,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/lib.rs,54,"pub const CODEX_ID_OXYGEN_DAILY_BALANCE: &str = ""life_support.bioregenerative.oxygen_daily_balance"";"
SEQ-001,24,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,459,"PORT_STATUS_RELEASE_GATE.csv:row_1156,ac_quat_derivative_body_rates,ac_quat_derivative_body_rates,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab"
SEQ-032,24,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,67,"PORT_STATUS_RELEASE_GATE.csv:row_0361,ch5::assert_close,foa_ch05_ast_assert_close,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespac"
SEQ-135,24,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,422,"PORT_STATUS_RELEASE_GATE.csv:row_1037,j2_mean_motion,j2_bisect_scalar,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section08_j2"
SPEED,24,4,uppercase_word_or_heading,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,21,"pub const CODEX_ID_CIRCULAR_ORBIT_SPEED: &str = ""astrodynamics.two_body.circular_orbit_speed"";"
TURN,24,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-flight-dynamics/src/lib.rs,21,"pub const CODEX_ID_LEVEL_TURN_LOAD_FACTOR: &str = ""flight_dynamics.turn.load_factor_level_turn"";"
UT,24,2,chemical_formula_or_unit_symbol,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,2,"PORT_STATUS_RELEASE_GATE.csv:row_0013,app_ut_day_fraction,foa_app_ast_app_ut_day_fraction,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/"
DYNAMICS,23,2,uppercase_word_or_heading,false,false,false,crates/aero-codex-flight-dynamics/src/lib.rs,33,pub const SOURCE_ID_FLIGHT_DYNAMICS_BASIC_PERFORMANCE: &str =
FORMULA,23,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,156,pub const SOURCE_ID_FORMULA_VAULT_M00_SOURCE_EXPRESSION_TEST_VECTORS: &str =
REPORT,23,7,uppercase_word_or_heading,false,false,false,crates/aero-codex-constants/src/lib.rs,23,pub const SOURCE_ID_NACA_REPORT_1135: &str =
SEQ-022,23,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,29,"PORT_STATUS_RELEASE_GATE.csv:row_0202,ch3_is_close,foa_ch03_ast_is_close,""source_scilab_extracted_locator/Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scil"
VAULT,23,2,registered,true,false,false,crates/aero-codex-astrodynamics/src/lib.rs,156,pub const SOURCE_ID_FORMULA_VAULT_M00_SOURCE_EXPRESSION_TEST_VECTORS: &str =
DAILY,22,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/lib.rs,49,pub const CODEX_ID_CREW_DAILY_REQUIREMENT: &str =
SEQ-031,22,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,59,"PORT_STATUS_RELEASE_GATE.csv:row_0346,ch4::propagate_universal,foa_ch04_ast_propagate_universal,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleane"
SEQ-052,22,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,722,"PORT_STATUS_RELEASE_GATE.csv:row_0739,ch8_clip,foa_ch08_ast8_clip,source_scilab/ch8_core/ast_ch8_core.sci,low_risk_scalar_math,low_risk_candidate,mission design / patched-conic astrodynamics,finite scalar input policy; no frame/time depende"
SEQ-062,22,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,280,"PORT_STATUS_RELEASE_GATE.csv:row_0878,foa_ch09_ast9_alpha_dot,foa_ch09_ast9_alpha_dot,""source_scilab/Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cl"
SEQ-063,22,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,291,"PORT_STATUS_RELEASE_GATE.csv:row_0889,foa_ch09_ast9_e_to_true,foa_ch09_ast9_E_to_true,""source_scilab/Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cl"
SEQ-180,22,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,573,"PORT_STATUS_RELEASE_GATE.csv:row_1329,sgp4_atan2,sgp4_atan2,M06_vallado_sgp4/01_Vallado_2006_Revisiting_Spacetrack_Report_3/sgp4_scilab_package_v3/sgp4_scilab_v3/macros/sgp4_util.sci,sgp4_teme_sensitive,blocked_until_frame_time_policy,Valla"
TWO,22,3,uppercase_word_or_heading,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,127,pub const SOURCE_ID_ASTRODYNAMICS_TWO_BODY_BASICS: &str =
YAML,22,14,registered,true,true,false,docs/assurance/formula_vault_staging.md,47,"A future machine-readable contract may use YAML, TOML, or another repo-approved source format. The format choice is deferred; the field requirements are not."
C2,21,4,chemical_formula_or_unit_symbol,false,false,false,docs/roadmap/stage5_deployment_queue.md,12,| 4 | Session C split review and subchunk planning | completed_review | needs_review | Original Session C handoff; review workspace candidate split evidence. | Original handoff still needs bounded deployment slices; C2 normalization not app
COEFFICIENT,21,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-aerodynamics/src/lib.rs,26,"pub const CODEX_ID_LIFT_COEFFICIENT: &str = ""aero.coefficients.lift_coefficient"";"
HEAT,21,2,uppercase_word_or_heading,false,false,false,crates/aero-codex-heat-transfer/src/lib.rs,25,"pub const CODEX_ID_CONVECTIVE_HEAT_FLUX: &str = ""heat_transfer.convection.convective_heat_flux"";"
ROM,21,10,registered,true,false,false,crates/aero-codex-life-support/src/thinfilm_algal_biofilm.rs,440,const ID: &str = ids::LINEAR_ROM_SERVICE;
SEQ-045,21,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,643,"PORT_STATUS_RELEASE_GATE.csv:row_0660,ch7_acos_clamped,foa_ch07_ast_ch7_acos_clamped,source_scilab/ch7_core/ast_ch7_core.sci,low_risk_scalar_math,low_risk_candidate,mission design / patched-conic astrodynamics,finite scalar input policy; no"
SEQ-056,21,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,200,"PORT_STATUS_RELEASE_GATE.csv:row_0761,ch8_planet_names,foa_ch08_ast8_planet_names,source_scilab/ch8_solar_system/ast_ch8_solar_system.sci,external_data_required,blocked_until_source_review,mission design / patched-conic astrodynamics,""requi"
TROPOSPHERE,21,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-atmosphere/src/lib.rs,25,"pub const CODEX_ID_TROPOSPHERE_TEMPERATURE: &str = ""atmosphere.standard.troposphere.temperature"";"
CLI/API,20,17,compound_registered_or_known,false,false,false,docs/assurance/biosim_rs_atomic_transaction_commit_validation.md,54,- CLI/API smoke tests;
CO2,20,6,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-life-support/examples/thinfilm_demo.rs,27,"""carbonate species: CO2={:.4}, HCO3={:.4}, CO3={:.4}"","
DRAG,20,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-aerodynamics/src/lib.rs,24,"pub const CODEX_ID_DRAG: &str = ""aero.forces.drag"";"
LIFE,20,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/lib.rs,67,pub const SOURCE_ID_LIFE_SUPPORT_NASA_BVAD_ECLSS: &str =
MEAN,20,3,uppercase_word_or_heading,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,1197,"use aero_codex_constants::{EARTH_GRAVITATIONAL_PARAMETER_M3_S2, EARTH_MEAN_RADIUS_M};"
SEQ-015,20,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,7,"PORT_STATUS_RELEASE_GATE.csv:row_0116,ch2_is_close,foa_ch02_ast_is_close,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch02_s"
SEQ-048,20,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,185,"PORT_STATUS_RELEASE_GATE.csv:row_0691,ch7_greenwich_sidereal_from_elapsed,foa_ch07_ast_ch7_greenwich_sidereal_from_elapsed,source_scilab/ch7_noncoplanar/ast_ch7_noncoplanar.sci,time_scale_sensitive,blocked_until_frame_time_policy,mission de"
SEQ-124,20,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,623,"PORT_STATUS_RELEASE_GATE.csv:row_0640,ga_acos_safe,ga_acos_safe,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_util.sci,low_risk_scalar_math,low_risk_candidate,mission design / patched-conic astrodynamics,finite scalar input po"
SEQ-125,20,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,472,"PORT_STATUS_RELEASE_GATE.csv:row_1182,ac_gravity_gradient_all_stable,ac_gravity_gradient_all_stable,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scil"
SEQ-134,20,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,412,"PORT_STATUS_RELEASE_GATE.csv:row_1027,j2_critical_inclinations,j2_critical_inclinations,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/c"
SUPPORT,20,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/lib.rs,67,pub const SOURCE_ID_LIFE_SUPPORT_NASA_BVAD_ECLSS: &str =
SEQ-008,19,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,55,"PORT_STATUS_RELEASE_GATE.csv:row_0072,eccentricity_vector,foa_ch01_ast_eccentricity_vector,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all"
SEQ-042,19,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,104,"PORT_STATUS_RELEASE_GATE.csv:row_0467,ch6::crossrange_lateral_exact,foa_ch06_ast_crossrange_lateral_exact,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_sci"
SEQ-053,19,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,211,"PORT_STATUS_RELEASE_GATE.csv:row_0790,ch8_phase_angle_with_flyby_offset,foa_ch08_ast8_phase_angle_with_flyby_offset,source_scilab/ch8_patched_conic/ast_ch8_departure_arrival.sci,orbit_two_body,high_risk_requires_numerical_policy,mission des"
SEQ-160,19,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,1054,"PORT_STATUS_RELEASE_GATE.csv:row_1071,rb_inertia_angular_momentum,rb_angular_momentum,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/cur"
BIOFILM,18,3,uppercase_word_or_heading,false,false,false,crates/aero-codex-life-support/src/nitrifying_biofilm.rs,177,const ID: &str = ids::FICK_BIOFILM_FLUX;
SEQ-163,18,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,453,"PORT_STATUS_RELEASE_GATE.csv:row_1108,rb_quat_derivative,rb_quat_derivative,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_sectio"
SEQ-174,18,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,509,"PORT_STATUS_RELEASE_GATE.csv:row_1261,rvd_sounding_altitude,rvd_sounding_altitude,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_"
SEQ-185,18,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,373,"PORT_STATUS_RELEASE_GATE.csv:row_0977,circular_period,circular_period,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section02_cw"
BVAD/ECLSS,17,11,compound_registered_or_known,false,false,false,crates/aero-codex-constants/src/lib.rs,30,/// Source-registry seed for NASA BVAD/ECLSS life-support review.
INFINITY,17,8,uppercase_word_or_heading,false,false,false,crates/aero-codex-aerodynamics/src/lib.rs,250,"assert!(dynamic_pressure(1.0, f64::INFINITY).is_err());"
RESEARCH,17,3,uppercase_word_or_heading,false,false,false,README.md,4,"<img src=""assets/aerocodex_patch.png"" alt=""AeroCodex project patch showing a terminal prompt, rocket, orbital paths, and a RESEARCH READY / MEMORY SAFE banner."" width=""220"">"
SEQ-024,17,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,40,"PORT_STATUS_RELEASE_GATE.csv:row_0267,j2_raan_rate,foa_ch03_ast_j2_raan_rate,""source_scilab_extracted_locator/Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_"
SEQ-114,17,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,340,"PORT_STATUS_RELEASE_GATE.csv:row_0939,cw_derivs,cw_derivs,source_scilab/Orbital Mechanics for Engineering Students/curtis_complete_unique_sections_scilab_library/curtis_complete_unique_sections_scilab_library/curtis_section02_cw_scilab/src/"
SEQ-119,17,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,172,"PORT_STATUS_RELEASE_GATE.csv:row_0587,ga_flyby_2d_both,ga_flyby_2d_both,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_flyby_2d.sci,orbit_two_body,high_risk_requires_numerical_policy,mission design / patched-conic astrodynamics"
SEQ-121,17,1,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/m07_formula_family_classifier.csv,584,"PORT_STATUS_RELEASE_GATE.csv:row_0601,ga_aiming_radius_from_h_e,ga_aiming_radius_from_h_e,source_scilab/curtis_section07_gravity_assist_scilab/src/ga_hyperbola.sci,orbit_two_body,medium_risk_requires_contract_review,mission design / patched"
VELOCITY,17,2,uppercase_word_or_heading,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,25,"pub const CODEX_ID_ESCAPE_VELOCITY: &str = ""astrodynamics.two_body.escape_velocity"";"
ANGLE,16,2,uppercase_word_or_heading,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,58,"pub const CODEX_ID_M00_VECTOR_ANGLE: &str = ""formula_vault.m00.vector.angle"";"
FLOW,16,3,uppercase_word_or_heading,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,29,"pub const CODEX_ID_ISENTROPIC_MASS_FLOW_PARAMETER: &str = ""gasdyn.isentropic.mass_flow_parameter"";"
INVERSE,16,1,uppercase_word_or_heading,false,false,false,crates/aero-codex-gas-dynamics/src/lib.rs,53,"pub const CODEX_ID_PRANDTL_MEYER_INVERSE: &str = ""gasdyn.prandtl_meyer.inverse_mach"";"
OF,16,3,chemical_formula_or_unit_symbol,false,false,false,crates/aero-codex-astrodynamics/src/lib.rs,43,"pub const CODEX_ID_SPHERE_OF_INFLUENCE: &str = ""astrodynamics.celestial.sphere_of_influence_radius"";"
SEQ-004,16,2,needs_registry_or_waiver,false,false,false,docs/source_intake/m07_formula_family_classifier/blocked_high_risk_rows.csv,116,"PORT_STATUS_RELEASE_GATE.csv:row_0497,app_kepler_propagate,foa_app_ast_app_kepler_propagate,""Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_al"
